post_cntry_num,post_cntry_name,hs_state,count
684,MADAGASCAR,MO,13
684,MADAGASCAR,MS,4
684,MADAGASCAR,MT,11
684,MADAGASCAR,NC,33
684,MADAGASCAR,ND,3
684,MADAGASCAR,NE,5
684,MADAGASCAR,NH,11
684,MADAGASCAR,NJ,29
684,MADAGASCAR,NM,7
684,MADAGASCAR,NV,5
684,MADAGASCAR,NY,60
684,MADAGASCAR,OH,49
684,MADAGASCAR,OK,2
684,MADAGASCAR,OR,33
684,MADAGASCAR,PA,39
684,MADAGASCAR,RI,9
684,MADAGASCAR,SC,9
684,MADAGASCAR,TN,9
684,MADAGASCAR,TX,32
684,MADAGASCAR,UT,5
684,MADAGASCAR,VA,43
684,MADAGASCAR,VT,7
684,MADAGASCAR,WA,42
684,MADAGASCAR,WI,39
684,MADAGASCAR,WV,2
684,MADAGASCAR,WY,1
614,MALAWI,AE,1
614,MALAWI,AK,14
614,MALAWI,AL,11
614,MALAWI,AP,1
614,MALAWI,AR,9
614,MALAWI,AZ,43
614,MALAWI,CA,303
614,MALAWI,CO,75
614,MALAWI,CT,33
614,MALAWI,DC,27
614,MALAWI,DE,3
614,MALAWI,F1,1
614,MALAWI,FL,73
614,MALAWI,GA,43
614,MALAWI,HI,8
614,MALAWI,IA,24
614,MALAWI,ID,15
614,MALAWI,IL,98
614,MALAWI,IN,39
614,MALAWI,KS,18
614,MALAWI,KY,21
614,MALAWI,LA,14
614,MALAWI,M1,1
614,MALAWI,MA,95
614,MALAWI,MD,80
614,MALAWI,ME,19
614,MALAWI,MI,71
614,MALAWI,MN,70
614,MALAWI,MO,31
614,MALAWI,MS,3
614,MALAWI,MT,23
614,MALAWI,NC,49
614,MALAWI,ND,4
614,MALAWI,NE,8
614,MALAWI,NH,16
614,MALAWI,NJ,49
614,MALAWI,NM,22
614,MALAWI,NV,7
614,MALAWI,NY,141
614,MALAWI,OH,75
614,MALAWI,OK,18
614,MALAWI,OR,60
614,MALAWI,PA,85
614,MALAWI,PR,2
614,MALAWI,RI,15
614,MALAWI,SC,20
614,MALAWI,SD,14
614,MALAWI,TN,27
614,MALAWI,TX,70
614,MALAWI,UT,12
614,MALAWI,VA,67
614,MALAWI,VT,15
614,MALAWI,WA,105
614,MALAWI,WI,91
614,MALAWI,WV,9
614,MALAWI,WY,6
483,MALAYSIA,AE,1
483,MALAYSIA,AK,15
483,MALAYSIA,AL,17
483,MALAYSIA,AP,2
483,MALAYSIA,AR,16
483,MALAYSIA,AZ,56
483,MALAYSIA,CA,574
483,MALAYSIA,CO,84
483,MALAYSIA,CT,53
483,MALAYSIA,DC,36
483,MALAYSIA,DE,5
483,MALAYSIA,FL,138
483,MALAYSIA,GA,52
483,MALAYSIA,GU,5
483,MALAYSIA,HI,59
483,MALAYSIA,IA,36
483,MALAYSIA,ID,26
483,MALAYSIA,IL,89
483,MALAYSIA,IN,25
483,MALAYSIA,KS,15
483,MALAYSIA,KY,19
483,MALAYSIA,LA,16
483,MALAYSIA,MA,112
483,MALAYSIA,MD,106
483,MALAYSIA,ME,21
483,MALAYSIA,MI,118
483,MALAYSIA,MN,95
483,MALAYSIA,MO,29
483,MALAYSIA,MP,1
483,MALAYSIA,MS,3
483,MALAYSIA,MT,16
483,MALAYSIA,NC,52
483,MALAYSIA,ND,9
483,MALAYSIA,NE,19
483,MALAYSIA,NH,29
483,MALAYSIA,NJ,79
483,MALAYSIA,NM,38
483,MALAYSIA,NV,14
483,MALAYSIA,NY,170
483,MALAYSIA,OH,79
483,MALAYSIA,OK,18
483,MALAYSIA,OR,97
483,MALAYSIA,PA,104
483,MALAYSIA,PR,2
483,MALAYSIA,RI,10
483,MALAYSIA,SC,18
483,MALAYSIA,SD,7
483,MALAYSIA,TN,24
483,MALAYSIA,TX,108
483,MALAYSIA,UT,13
483,MALAYSIA,VA,125
483,MALAYSIA,VI,1
483,MALAYSIA,VT,32
483,MALAYSIA,WA,166
483,MALAYSIA,WI,74
483,MALAYSIA,WV,10
483,MALAYSIA,WY,6
688,MALI,AE,1
688,MALI,AK,11
688,MALI,AL,10
688,MALI,AR,8
688,MALI,AZ,22
688,MALI,CA,308
688,MALI,CO,75
688,MALI,CT,62
688,MALI,DC,19
688,MALI,DE,4
688,MALI,FL,79
688,MALI,GA,40
688,MALI,HI,17
688,MALI,IA,34
688,MALI,ID,13
688,MALI,IL,116
688,MALI,IN,48
688,MALI,KS,26
688,MALI,KY,20
688,MALI,LA,15
688,MALI,MA,131
688,MALI,MD,98
688,MALI,ME,29
688,MALI,MI,87
688,MALI,MN,71
688,MALI,MO,46
688,MALI,MS,3
688,MALI,MT,16
688,MALI,NC,46
688,MALI,ND,4
688,MALI,NE,16
688,MALI,NH,36
688,MALI,NJ,59
688,MALI,NM,18
688,MALI,NV,7
688,MALI,NY,161
688,MALI,OH,113
688,MALI,OK,11
688,MALI,OR,60
688,MALI,PA,113
688,MALI,PR,2
688,MALI,RI,14
688,MALI,SC,28
688,MALI,SD,8
688,MALI,TN,29
688,MALI,TX,85
688,MALI,UT,15
688,MALI,VA,119
688,MALI,VT,32
688,MALI,WA,111
688,MALI,WI,72
688,MALI,WV,10
688,MALI,WY,8
335,MALTA,CA,3
335,MALTA,ID,2
335,MALTA,IL,1
335,MALTA,KS,1
335,MALTA,KY,2
335,MALTA,MA,3
335,MALTA,MD,2
335,MALTA,MI,2
335,MALTA,MN,2
335,MALTA,PA,1
335,MALTA,WI,1
335,MALTA,WY,1
402,MARSHALL ISLANDS,AK,1
402,MARSHALL ISLANDS,AL,1
402,MARSHALL ISLANDS,AZ,2
402,MARSHALL ISLANDS,CA,20
402,MARSHALL ISLANDS,CO,1
402,MARSHALL ISLANDS,CT,4
402,MARSHALL ISLANDS,FL,1
402,MARSHALL ISLANDS,GA,2
402,MARSHALL ISLANDS,HI,1
402,MARSHALL ISLANDS,IA,2
402,MARSHALL ISLANDS,IL,10
402,MARSHALL ISLANDS,KS,2
402,MARSHALL ISLANDS,MA,8
402,MARSHALL ISLANDS,MD,2
402,MARSHALL ISLANDS,ME,2
402,MARSHALL ISLANDS,MI,10
402,MARSHALL ISLANDS,MN,9
402,MARSHALL ISLANDS,MT,3
402,MARSHALL ISLANDS,NC,1
402,MARSHALL ISLANDS,NH,4
402,MARSHALL ISLANDS,NJ,3
402,MARSHALL ISLANDS,NM,2
402,MARSHALL ISLANDS,NY,13
402,MARSHALL ISLANDS,OH,9
402,MARSHALL ISLANDS,OK,3
402,MARSHALL ISLANDS,OR,1
402,MARSHALL ISLANDS,PA,6
402,MARSHALL ISLANDS,PR,1
402,MARSHALL ISLANDS,RI,2
402,MARSHALL ISLANDS,SD,1
402,MARSHALL ISLANDS,TN,2
402,MARSHALL ISLANDS,TX,4
402,MARSHALL ISLANDS,UT,1
402,MARSHALL ISLANDS,VA,1
402,MARSHALL ISLANDS,VT,2
402,MARSHALL ISLANDS,WA,8
402,MARSHALL ISLANDS,WI,4
402,MARSHALL ISLANDS,WV,1
402,MARSHALL ISLANDS,WY,2
682,MAURITANIA,AK,5
682,MAURITANIA,AL,8
682,MAURITANIA,AR,6
682,MAURITANIA,AZ,22
682,MAURITANIA,CA,138
682,MAURITANIA,CO,35
682,MAURITANIA,CT,36
682,MAURITANIA,DC,17
682,MAURITANIA,DE,2
682,MAURITANIA,FL,39
682,MAURITANIA,GA,22
682,MAURITANIA,GU,1
682,MAURITANIA,HI,5
682,MAURITANIA,IA,19
682,MAURITANIA,ID,7
682,MAURITANIA,IL,53
682,MAURITANIA,IN,24
682,MAURITANIA,KS,14
682,MAURITANIA,KY,14
682,MAURITANIA,LA,10
682,MAURITANIA,MA,50
682,MAURITANIA,MD,46
682,MAURITANIA,ME,11
682,MAURITANIA,MI,48
682,MAURITANIA,MN,44
682,MAURITANIA,MO,22
682,MAURITANIA,MS,3
682,MAURITANIA,MT,5
682,MAURITANIA,NC,21
682,MAURITANIA,ND,1
682,MAURITANIA,NE,10
682,MAURITANIA,NH,16
682,MAURITANIA,NJ,22
682,MAURITANIA,NM,9
682,MAURITANIA,NV,4
682,MAURITANIA,NY,93
682,MAURITANIA,OH,53
682,MAURITANIA,OK,6
682,MAURITANIA,OR,35
682,MAURITANIA,PA,42
682,MAURITANIA,PR,2
682,MAURITANIA,RI,8
682,MAURITANIA,SC,9
682,MAURITANIA,SD,4
682,MAURITANIA,TN,12
682,MAURITANIA,TX,27
682,MAURITANIA,UT,1
682,MAURITANIA,VA,52
682,MAURITANIA,VT,12
682,MAURITANIA,WA,55
682,MAURITANIA,WI,35
682,MAURITANIA,WV,4
682,MAURITANIA,WY,3
642,MAURITIUS,AK,2
642,MAURITIUS,CA,7
642,MAURITIUS,CO,1
642,MAURITIUS,CT,2
642,MAURITIUS,DC,1
642,MAURITIUS,FL,1
642,MAURITIUS,HI,3
642,MAURITIUS,KY,1
642,MAURITIUS,MA,1
642,MAURITIUS,ME,3
642,MAURITIUS,MI,1
642,MAURITIUS,MN,1
642,MAURITIUS,NC,1
642,MAURITIUS,NJ,1
642,MAURITIUS,NV,1
642,MAURITIUS,NY,1
642,MAURITIUS,OR,1
642,MAURITIUS,TX,2
642,MAURITIUS,VA,3
642,MAURITIUS,WI,1
642,MAURITIUS,WV,1
510,MEXICO,AK,1
510,MEXICO,AL,1
510,MEXICO,AZ,6
510,MEXICO,CA,24
510,MEXICO,CO,12
510,MEXICO,DC,2
510,MEXICO,FL,5
510,MEXICO,GA,5
510,MEXICO,HI,2
510,MEXICO,IA,2
510,MEXICO,ID,2
510,MEXICO,IL,5
510,MEXICO,KS,2
510,MEXICO,MA,4
510,MEXICO,MD,4
510,MEXICO,ME,1
510,MEXICO,MI,9
510,MEXICO,MN,6
510,MEXICO,MO,3
510,MEXICO,NC,7
510,MEXICO,NE,1
510,MEXICO,NH,2
510,MEXICO,NJ,9
510,MEXICO,NM,2
510,MEXICO,NV,2
510,MEXICO,NY,11
510,MEXICO,OH,7
510,MEXICO,OK,2
510,MEXICO,OR,8
510,MEXICO,PA,11
510,MEXICO,PR,1
510,MEXICO,SC,2
510,MEXICO,TN,3
510,MEXICO,TX,11
510,MEXICO,UT,3
510,MEXICO,VA,4
510,MEXICO,VT,2
510,MEXICO,WA,9
510,MEXICO,WI,7
401,MICRONESIA,AE,2
401,MICRONESIA,AK,19
401,MICRONESIA,AL,22
401,MICRONESIA,AP,2
401,MICRONESIA,AR,16
401,MICRONESIA,AZ,62
401,MICRONESIA,CA,519
401,MICRONESIA,CO,112
401,MICRONESIA,CT,52
401,MICRONESIA,DC,35
401,MICRONESIA,DE,11
401,MICRONESIA,FL,113
401,MICRONESIA,FM,8
401,MICRONESIA,GA,56
401,MICRONESIA,GU,27
401,MICRONESIA,HI,143
401,MICRONESIA,IA,40
401,MICRONESIA,ID,29
401,MICRONESIA,IL,106
401,MICRONESIA,IN,33
401,MICRONESIA,KS,27
401,MICRONESIA,KY,19
401,MICRONESIA,LA,23
401,MICRONESIA,MA,128
401,MICRONESIA,MD,82
401,MICRONESIA,ME,52
401,MICRONESIA,MH,14
401,MICRONESIA,MI,105
401,MICRONESIA,MN,94
401,MICRONESIA,MO,34
401,MICRONESIA,MP,10
401,MICRONESIA,MS,3
401,MICRONESIA,MT,21
401,MICRONESIA,NC,50
401,MICRONESIA,ND,15
401,MICRONESIA,NE,21
401,MICRONESIA,NH,30
401,MICRONESIA,NJ,71
401,MICRONESIA,NM,40
401,MICRONESIA,NV,20
401,MICRONESIA,NY,198
401,MICRONESIA,OH,76
401,MICRONESIA,OK,17
401,MICRONESIA,OR,137
401,MICRONESIA,PA,104
401,MICRONESIA,PR,3
401,MICRONESIA,RI,12
401,MICRONESIA,SC,19
401,MICRONESIA,SD,9
401,MICRONESIA,TN,29
401,MICRONESIA,TX,131
401,MICRONESIA,UT,10
401,MICRONESIA,VA,116
401,MICRONESIA,VI,6
401,MICRONESIA,VT,22
401,MICRONESIA,WA,206
401,MICRONESIA,WI,90
401,MICRONESIA,WV,6
401,MICRONESIA,WY,4
261,MOLDOVA,AA,1
261,MOLDOVA,AK,6
261,MOLDOVA,AL,10
261,MOLDOVA,AR,4
261,MOLDOVA,AZ,19
261,MOLDOVA,CA,123
261,MOLDOVA,CO,41
261,MOLDOVA,CT,13
261,MOLDOVA,DC,8
261,MOLDOVA,DE,5
261,MOLDOVA,FL,34
261,MOLDOVA,GA,21
261,MOLDOVA,IA,22
261,MOLDOVA,ID,5
261,MOLDOVA,IL,50
261,MOLDOVA,IN,18
261,MOLDOVA,KS,31
261,MOLDOVA,KY,9
261,MOLDOVA,LA,8
261,MOLDOVA,MA,19
261,MOLDOVA,MD,28
261,MOLDOVA,ME,13
261,MOLDOVA,MI,41
261,MOLDOVA,MN,33
261,MOLDOVA,MO,20
261,MOLDOVA,MS,1
261,MOLDOVA,MT,6
261,MOLDOVA,NC,20
261,MOLDOVA,ND,7
261,MOLDOVA,NE,11
261,MOLDOVA,NH,5
261,MOLDOVA,NJ,28
261,MOLDOVA,NM,6
261,MOLDOVA,NV,6
261,MOLDOVA,NY,59
261,MOLDOVA,OH,39
261,MOLDOVA,OK,15
261,MOLDOVA,OR,25
261,MOLDOVA,PA,42
261,MOLDOVA,PR,2
261,MOLDOVA,RI,2
261,MOLDOVA,SC,11
261,MOLDOVA,SD,4
261,MOLDOVA,TN,15
261,MOLDOVA,TX,59
261,MOLDOVA,UT,12
261,MOLDOVA,VA,38
261,MOLDOVA,VT,6
261,MOLDOVA,WA,56
261,MOLDOVA,WI,40
261,MOLDOVA,WV,4
261,MOLDOVA,WY,4
309,MONGOLIA,AK,9
309,MONGOLIA,AL,6
309,MONGOLIA,AR,4
309,MONGOLIA,AZ,21
309,MONGOLIA,CA,120
309,MONGOLIA,CO,39
309,MONGOLIA,CT,12
309,MONGOLIA,DC,9
309,MONGOLIA,FL,37
309,MONGOLIA,GA,32
309,MONGOLIA,HI,5
309,MONGOLIA,IA,12
309,MONGOLIA,ID,8
309,MONGOLIA,IL,46
309,MONGOLIA,IN,25
309,MONGOLIA,KS,10
309,MONGOLIA,KY,5
309,MONGOLIA,LA,3
309,MONGOLIA,MA,27
309,MONGOLIA,MD,22
309,MONGOLIA,ME,11
309,MONGOLIA,MI,35
309,MONGOLIA,MN,31
309,MONGOLIA,MO,30
309,MONGOLIA,MS,3
309,MONGOLIA,MT,4
309,MONGOLIA,NC,20
309,MONGOLIA,ND,2
309,MONGOLIA,NE,4
309,MONGOLIA,NH,5
309,MONGOLIA,NJ,20
309,MONGOLIA,NM,11
309,MONGOLIA,NV,10
309,MONGOLIA,NY,42
309,MONGOLIA,OH,37
309,MONGOLIA,OK,9
309,MONGOLIA,OR,33
309,MONGOLIA,PA,41
309,MONGOLIA,RI,3
309,MONGOLIA,SC,5
309,MONGOLIA,SD,5
309,MONGOLIA,TN,11
309,MONGOLIA,TX,39
309,MONGOLIA,UT,5
309,MONGOLIA,VA,33
309,MONGOLIA,VT,9
309,MONGOLIA,WA,48
309,MONGOLIA,WI,32
309,MONGOLIA,WV,6
309,MONGOLIA,WY,1
378,MOROCCO,AE,4
378,MOROCCO,AK,13
378,MOROCCO,AL,20
378,MOROCCO,AP,2
378,MOROCCO,AR,15
378,MOROCCO,AZ,60
378,MOROCCO,CA,582
378,MOROCCO,CO,132
378,MOROCCO,CT,59
378,MOROCCO,DC,68
378,MOROCCO,DE,9
378,MOROCCO,E3,1
378,MOROCCO,FL,151
378,MOROCCO,GA,77
378,MOROCCO,HI,26
378,MOROCCO,IA,45
378,MOROCCO,ID,32
378,MOROCCO,IL,172
378,MOROCCO,IN,72
378,MOROCCO,KS,47
378,MOROCCO,KY,36
378,MOROCCO,LA,26
378,MOROCCO,MA,171
378,MOROCCO,MD,122
378,MOROCCO,ME,36
378,MOROCCO,MI,117
378,MOROCCO,MN,149
378,MOROCCO,MO,56
378,MOROCCO,MS,7
378,MOROCCO,MT,27
378,MOROCCO,NC,84
378,MOROCCO,ND,7
378,MOROCCO,NE,34
378,MOROCCO,NH,40
378,MOROCCO,NJ,99
378,MOROCCO,NM,36
378,MOROCCO,NV,14
378,MOROCCO,NY,300
378,MOROCCO,OH,147
378,MOROCCO,OK,20
378,MOROCCO,OR,94
378,MOROCCO,P2,1
378,MOROCCO,PA,144
378,MOROCCO,PR,2
378,MOROCCO,R4,1
378,MOROCCO,RI,16
378,MOROCCO,SC,35
378,MOROCCO,SD,14
378,MOROCCO,TN,40
378,MOROCCO,TX,125
378,MOROCCO,UT,21
378,MOROCCO,VA,168
378,MOROCCO,VI,2
378,MOROCCO,VT,26
378,MOROCCO,WA,192
378,MOROCCO,WI,118
378,MOROCCO,WV,7
378,MOROCCO,WY,17
640,MOZAMBIQUE,AK,3
640,MOZAMBIQUE,AL,6
640,MOZAMBIQUE,AR,4
640,MOZAMBIQUE,AZ,14
640,MOZAMBIQUE,CA,119
640,MOZAMBIQUE,CO,16
640,MOZAMBIQUE,CT,21
640,MOZAMBIQUE,DC,5
640,MOZAMBIQUE,DE,4
640,MOZAMBIQUE,FL,16
640,MOZAMBIQUE,GA,12
640,MOZAMBIQUE,HI,1
640,MOZAMBIQUE,IA,16
640,MOZAMBIQUE,ID,7
640,MOZAMBIQUE,IL,36
640,MOZAMBIQUE,IN,8
640,MOZAMBIQUE,KS,4
640,MOZAMBIQUE,KY,6
640,MOZAMBIQUE,LA,4
640,MOZAMBIQUE,MA,23
640,MOZAMBIQUE,MD,24
640,MOZAMBIQUE,ME,5
640,MOZAMBIQUE,MI,23
640,MOZAMBIQUE,MN,23
640,MOZAMBIQUE,MO,7
640,MOZAMBIQUE,MS,1
640,MOZAMBIQUE,MT,7
640,MOZAMBIQUE,NC,17
640,MOZAMBIQUE,ND,1
640,MOZAMBIQUE,NE,8
640,MOZAMBIQUE,NH,6
640,MOZAMBIQUE,NJ,23
640,MOZAMBIQUE,NM,5
640,MOZAMBIQUE,NV,4
640,MOZAMBIQUE,NY,56
640,MOZAMBIQUE,OH,18
640,MOZAMBIQUE,OK,2
640,MOZAMBIQUE,OR,29
640,MOZAMBIQUE,PA,47
640,MOZAMBIQUE,PR,1
640,MOZAMBIQUE,RI,4
640,MOZAMBIQUE,SC,5
640,MOZAMBIQUE,SD,3
640,MOZAMBIQUE,TN,5
640,MOZAMBIQUE,TX,21
640,MOZAMBIQUE,UT,3
640,MOZAMBIQUE,VA,27
640,MOZAMBIQUE,VT,6
640,MOZAMBIQUE,WA,30
640,MOZAMBIQUE,WI,23
697,NAMIBIA,AK,1
697,NAMIBIA,AL,6
697,NAMIBIA,AR,1
697,NAMIBIA,AZ,27
697,NAMIBIA,CA,150
697,NAMIBIA,CO,45
697,NAMIBIA,CT,19
697,NAMIBIA,DC,7
697,NAMIBIA,DE,5
697,NAMIBIA,FL,34
697,NAMIBIA,GA,15
697,NAMIBIA,HI,3
697,NAMIBIA,IA,11
697,NAMIBIA,ID,6
697,NAMIBIA,IL,53
697,NAMIBIA,IN,20
697,NAMIBIA,KS,10
697,NAMIBIA,KY,11
697,NAMIBIA,LA,3
697,NAMIBIA,MA,37
697,NAMIBIA,MD,37
697,NAMIBIA,ME,6
697,NAMIBIA,MI,67
697,NAMIBIA,MN,43
697,NAMIBIA,MO,15
697,NAMIBIA,MS,1
697,NAMIBIA,MT,9
697,NAMIBIA,NC,25
697,NAMIBIA,ND,1
697,NAMIBIA,NE,14
697,NAMIBIA,NH,7
697,NAMIBIA,NJ,30
697,NAMIBIA,NM,10
697,NAMIBIA,NV,5
697,NAMIBIA,NY,68
697,NAMIBIA,OH,42
697,NAMIBIA,OK,12
697,NAMIBIA,OR,35
697,NAMIBIA,PA,64
697,NAMIBIA,PR,1
697,NAMIBIA,RI,9
697,NAMIBIA,SC,8
697,NAMIBIA,SD,2
697,NAMIBIA,TN,7
697,NAMIBIA,TX,55
697,NAMIBIA,UT,11
697,NAMIBIA,VA,49
697,NAMIBIA,VT,7
697,NAMIBIA,WA,52
697,NAMIBIA,WI,39
697,NAMIBIA,WV,1
697,NAMIBIA,WY,5
367,NEPAL,AE,2
367,NEPAL,AK,27
367,NEPAL,AL,13
367,NEPAL,AP,1
367,NEPAL,AR,10
367,NEPAL,AZ,42
367,NEPAL,C7,1
367,NEPAL,CA,451
367,NEPAL,CO,126
367,NEPAL,CT,61
367,NEPAL,DC,43
367,NEPAL,DE,6
367,NEPAL,FL,104
367,NEPAL,GA,44
367,NEPAL,GU,1
367,NEPAL,HI,24
367,NEPAL,IA,36
367,NEPAL,ID,24
367,NEPAL,IL,120
367,NEPAL,IN,37
367,NEPAL,KS,30
367,NEPAL,KY,21
367,NEPAL,LA,13
367,NEPAL,MA,150
367,NEPAL,MD,87
367,NEPAL,ME,36
367,NEPAL,MI,101
367,NEPAL,MN,100
367,NEPAL,MO,51
367,NEPAL,MP,3
367,NEPAL,MS,7
367,NEPAL,MT,28
367,NEPAL,NC,54
367,NEPAL,ND,12
367,NEPAL,NE,19
367,NEPAL,NH,42
367,NEPAL,NJ,62
367,NEPAL,NM,28
367,NEPAL,NV,15
367,NEPAL,NY,190
367,NEPAL,OH,80
367,NEPAL,OK,17
367,NEPAL,OR,137
367,NEPAL,PA,121
367,NEPAL,PR,4
367,NEPAL,RI,15
367,NEPAL,SC,18
367,NEPAL,SD,15
367,NEPAL,TN,24
367,NEPAL,TX,74
367,NEPAL,UT,12
367,NEPAL,VA,127
367,NEPAL,VT,39
367,NEPAL,WA,171
367,NEPAL,WI,108
367,NEPAL,WV,13
367,NEPAL,WY,11
524,NICARAGUA,AA,1
524,NICARAGUA,AK,10
524,NICARAGUA,AL,13
524,NICARAGUA,AR,5
524,NICARAGUA,AZ,43
524,NICARAGUA,CA,294
524,NICARAGUA,CO,67
524,NICARAGUA,CT,41
524,NICARAGUA,DC,14
524,NICARAGUA,DE,6
524,NICARAGUA,FL,72
524,NICARAGUA,GA,45
524,NICARAGUA,HI,8
524,NICARAGUA,IA,25
524,NICARAGUA,ID,11
524,NICARAGUA,IL,83
524,NICARAGUA,IN,30
524,NICARAGUA,KS,25
524,NICARAGUA,KY,10
524,NICARAGUA,LA,12
524,NICARAGUA,MA,80
524,NICARAGUA,MD,49
524,NICARAGUA,ME,17
524,NICARAGUA,MI,61
524,NICARAGUA,MN,73
524,NICARAGUA,MO,31
524,NICARAGUA,MS,8
524,NICARAGUA,MT,14
524,NICARAGUA,NC,53
524,NICARAGUA,ND,4
524,NICARAGUA,NE,21
524,NICARAGUA,NH,14
524,NICARAGUA,NJ,39
524,NICARAGUA,NM,32
524,NICARAGUA,NV,9
524,NICARAGUA,NY,116
524,NICARAGUA,OH,49
524,NICARAGUA,OK,10
524,NICARAGUA,OR,73
524,NICARAGUA,PA,71
524,NICARAGUA,PR,5
524,NICARAGUA,RI,7
524,NICARAGUA,SC,25
524,NICARAGUA,SD,3
524,NICARAGUA,TN,26
524,NICARAGUA,TX,96
524,NICARAGUA,UT,7
524,NICARAGUA,VA,70
524,NICARAGUA,VT,9
524,NICARAGUA,WA,104
524,NICARAGUA,WI,55
524,NICARAGUA,WV,11
524,NICARAGUA,WY,8
683,NIGER,AA,1
683,NIGER,AE,1
683,NIGER,AK,12
683,NIGER,AL,17
683,NIGER,AP,1
683,NIGER,AR,5
683,NIGER,AZ,37
683,NIGER,CA,350
683,NIGER,CO,87
683,NIGER,CT,47
683,NIGER,DC,63
683,NIGER,DE,6
683,NIGER,FL,83
683,NIGER,GA,40
683,NIGER,HI,14
683,NIGER,IA,33
683,NIGER,ID,17
683,NIGER,IL,90
683,NIGER,IN,52
683,NIGER,J1,1
683,NIGER,KS,24
683,NIGER,KY,25
683,NIGER,LA,20
683,NIGER,M2,1
683,NIGER,MA,135
683,NIGER,MD,125
683,NIGER,ME,38
683,NIGER,MI,88
683,NIGER,MN,86
683,NIGER,MO,40
683,NIGER,MS,12
683,NIGER,MT,21
683,NIGER,NC,68
683,NIGER,ND,10
683,NIGER,NE,21
683,NIGER,NH,26
683,NIGER,NJ,55
683,NIGER,NM,30
683,NIGER,NV,12
683,NIGER,NY,184
683,NIGER,OH,94
683,NIGER,OK,18
683,NIGER,OR,82
683,NIGER,PA,115
683,NIGER,PR,3
683,NIGER,RI,17
683,NIGER,S2,1
683,NIGER,SC,16
683,NIGER,SD,3
683,NIGER,SP,1
683,NIGER,SS,1
683,NIGER,TN,26
683,NIGER,TX,86
683,NIGER,UT,18
683,NIGER,VA,131
683,NIGER,VT,36
683,NIGER,WA,123
683,NIGER,WI,80
683,NIGER,WV,8
683,NIGER,WY,8
620,NIGERIA,AE,1
620,NIGERIA,AK,8
620,NIGERIA,AL,4
620,NIGERIA,AR,8
620,NIGERIA,AZ,33
620,NIGERIA,CA,235
620,NIGERIA,CO,33
620,NIGERIA,CT,26
620,NIGERIA,DC,38
620,NIGERIA,DE,1
620,NIGERIA,FL,55
620,NIGERIA,GA,27
620,NIGERIA,GU,1
620,NIGERIA,HI,22
620,NIGERIA,IA,15
620,NIGERIA,IL,52
620,NIGERIA,IN,14
620,NIGERIA,KS,6
620,NIGERIA,KY,8
620,NIGERIA,LA,8
620,NIGERIA,MA,69
620,NIGERIA,MD,60
620,NIGERIA,ME,15
620,NIGERIA,MI,49
620,NIGERIA,MN,34
620,NIGERIA,MO,14
620,NIGERIA,MS,4
620,NIGERIA,MT,2
620,NIGERIA,NC,27
620,NIGERIA,ND,2
620,NIGERIA,NE,10
620,NIGERIA,NH,23
620,NIGERIA,NJ,32
620,NIGERIA,NM,19
620,NIGERIA,NV,4
620,NIGERIA,NY,136
620,NIGERIA,OH,49
620,NIGERIA,OK,8
620,NIGERIA,OR,28
620,NIGERIA,PA,56
620,NIGERIA,PR,1
620,NIGERIA,RI,8
620,NIGERIA,SC,9
620,NIGERIA,SD,5
620,NIGERIA,TN,15
620,NIGERIA,TX,42
620,NIGERIA,UT,4
620,NIGERIA,VA,54
620,NIGERIA,VI,3
620,NIGERIA,VT,12
620,NIGERIA,WA,62
620,NIGERIA,WI,31
620,NIGERIA,WV,5
620,NIGERIA,WY,1
422,NIUE,CA,3
422,NIUE,GA,1
422,NIUE,HI,1
422,NIUE,MA,1
422,NIUE,MN,1
422,NIUE,NE,1
422,NIUE,NY,1
422,NIUE,OH,1
422,NIUE,OR,2
422,NIUE,PA,3
422,NIUE,TX,1
422,NIUE,VA,1
422,NIUE,WA,2
422,NIUE,WI,1
381,OMAN,AK,2
381,OMAN,AR,2
381,OMAN,CA,14
381,OMAN,CO,5
381,OMAN,CT,2
381,OMAN,DC,6
381,OMAN,FL,5
381,OMAN,GA,2
381,OMAN,IA,2
381,OMAN,ID,1
381,OMAN,IL,8
381,OMAN,IN,1
381,OMAN,KS,2
381,OMAN,MA,3
381,OMAN,MD,5
381,OMAN,ME,3
381,OMAN,MI,5
381,OMAN,MN,3
381,OMAN,MO,5
381,OMAN,MT,2
381,OMAN,NC,3
381,OMAN,ND,2
381,OMAN,NE,2
381,OMAN,NH,1
381,OMAN,NJ,3
381,OMAN,NM,2
381,OMAN,NV,1
381,OMAN,NY,7
381,OMAN,OH,4
381,OMAN,OR,8
381,OMAN,PA,10
381,OMAN,TN,3
381,OMAN,TX,5
381,OMAN,UT,2
381,OMAN,VA,7
381,OMAN,VT,1
381,OMAN,WA,12
381,OMAN,WI,1
381,OMAN,WV,2
381,OMAN,WY,1
391,PAKISTAN,AK,4
391,PAKISTAN,AL,2
391,PAKISTAN,AR,4
391,PAKISTAN,AZ,5
391,PAKISTAN,CA,55
391,PAKISTAN,CO,12
391,PAKISTAN,CT,3
391,PAKISTAN,DC,8
391,PAKISTAN,FL,15
391,PAKISTAN,GA,2
391,PAKISTAN,HI,7
391,PAKISTAN,IA,5
391,PAKISTAN,ID,5
391,PAKISTAN,IL,10
391,PAKISTAN,IN,3
391,PAKISTAN,KS,7
